username,likes,comment,publishedAt,updatedAt,viewerRating,parentId,comment_id,word_count,cleaned_comment,topic_nmf,topic_kmeans,topic_word2vec_kmeans,sentiment,sentiment_vader
@steelpanther9568,0,"Bournville is a model village on the southwest side of Birmingham, England, founded by the Quaker Cadbury family for employees at its Cadbury's factory and designed to be a ""garden"" (or ""model"") village  where the sale of alcohol was forbidden.

Cadbury's is well known for chocolate products – including a dark chocolate bar branded Bournville.

Historically in northern Worcestershire, it is also a ward within the council constituency of Selly Oak and home to the Bournville Centre for Visual Arts.

Bournville is known as one of the most desirable areas to live in the UK; research by the Joseph Rowntree Foundation in 2003 found that it was ""one of the nicest places to live in Britain"".


History

Originally the area that was to become Bournville consisted of a few scattered farmsteads and cottages, linked by winding country lanes, with the only visual highlight being Bournbrook Hall, which was built during the Georgian era.

The bluebell glades of Stock Wood were said to be a relic of the Forest of Arden and there are Roman remains nearby.

Though Selly Manor and Minworth Greaves date back to the 14th century or earlier, they were each moved to Bournville in the 20th century, and are operated as a museum.


Cadbury

Having taken over their father John Cadbury's expanding business in 1861, the Quakers George and Richard Cadbury needed to move their cocoa and chocolate factory from Bridge Street in central Birmingham to a greenfield site to allow for expansion.

Cadbury were reliant on the canals for milk delivery, and on the railways for cocoa deliveries from the ports of London and Southampton.

They therefore needed a site which was undeveloped and had easy access to both canal and rail.

The brothers noticed the proposed development of the Birmingham West Suburban Railway, which would extend from central Birmingham south along the path of the Worcester and Birmingham Canal into the then green fields of southern Birmingham and the villages of northern Worcestershire.

In 1879, they moved their business to Bournbrook Hall, 4 miles (6.4 km) to the south of Birmingham.

The location was chosen as it was regarded as cleaner, healthier and more amenable to longer-term expansion plans.

Although rural, it was also already serviced by the new Stirchley Street railway station, which itself was located right next to the canal.

The Cadburys named the area 'Bournville' after a local river named The Bourn (not to be confused with Bourn Brook, a similarly named local river for which the neighbourhood of Bournbrook is named); with 'ville' being French for 'town'; this set Bournville apart from the local area.

Then the Cadburys began to develop their factory in the new suburb.

Loyal and hard-working workers were treated with great respect and relatively high wages and good working conditions; Cadbury also pioneered pension schemes, joint works committees and a full staff medical service.

In 1893, George Cadbury bought 120 acres (0.5 km2) of land close to the works and planned, at his own expense, a model village which would ""alleviate the evils of modern, more cramped living conditions"".

By 1900, the estate included 313 cottages and houses set on 330 acres (1.3 km2) of land, and many more similar properties were built in the years leading up to the First World War, with smaller developments taking place later on in the 20th century.

These almost 'Arts and Crafts' houses were traditional in design but with large gardens and modern interiors, and were designed by the resident architect William Alexander Harvey.

These designs became a blueprint for many other model village estates around Britain.

It is also noteworthy that, because George Cadbury was a temperance Quaker, no public houses have ever been built in Bournville; however, since the late 1940s, there has been a licensed members' bar at Rowheath Pavilion.

The Cadburys were particularly concerned with the health and fitness of their British workforce, incorporating park and recreation areas into the Bournville village plans and encouraging swimming, walking and indeed all forms of outdoor sports.

In the early 1920s, extensive open lands were purchased at Rowheath and laid to football and hockey pitches together with a grassed running track.

Rowheath Pavilion was designed and built in accordance with the instructions of George Cadbury and opened in July 1924.

At that time, it served as the clubhouse and changing rooms for the acres of sports playing fields, several bowling greens, a fishing lake and an outdoor swimming lido, a natural mineral spring forming the source for the lido's healthy waters.

The Rowheath Pavilion itself, which still exists, was used for balls and dinners and the whole area was specifically for the benefit of the Cadbury workers and their families with no charges for the use of any of the sporting facilities by Cadbury employees or their families.

The lido was eventually closed in the 1970s after complaints of noise disturbance were made by residents of the newly built Oak Farm estate, coupled with new and stringent health and safety regulations relating to outdoor public swimming facilities.

Cadbury's also built the Bournville indoor swimming baths on Bournville Lane (separate buildings for 'girls' and men), the Valley pool boating lake and the picturesque cricket pitch adjacent to the factory site, that was made famous as the picture on boxes of Milk Tray chocolates throughout the 1950s and early 1960s.

In 1900, the Bournville Village Trust was set up to formally control the development of the estate, independently of George Cadbury or the Cadbury company.

Elizabeth Cadbury succeeded her husband as chair of the Bournville Village Trust in 1922.

The trust focused on providing schools, hospitals, museums, public baths and reading rooms.

As Bournville is a conservation area, another job of the Bournville Village Trust is to accept or reject plans for building extension and modification.

An almost campus feel evolved, with a triangular village green, infant and junior schools, the School of Art and the Day Continuation School (originally intended for young Cadbury employees) and a host of events such as fêtes and Maypole dances.

The carillon and a Quaker meeting house are also beside the village green.

The trust continues to exercise an international influence on housing and town planning generally.

Now containing 7,800 homes on 1,000 acres (4 km2) of land with 100 acres (0.4 km2) of parks and open spaces, Bournville remains a popular residential area of Birmingham.

Cadbury is still one of Birmingham's main employers, and continues to make chocolate products.

The dark chocolate Bournville Plain is now manufactured in France and sold in the UK.

Cadbury also named their brand of malted drinks Bournvita after Bournville.

Cadbury World is now established here.

🇬🇧🍫🇬🇧",2023-09-17T20:18:44Z,2023-09-17T20:18:43Z,none,,70,1108,bournville model village southwest side birmingham england founded quaker cadbury family employee cadbury factory designed garden model village sale alcohol forbidden cadbury well known chocolate product including dark chocolate bar branded bournville historically northern worcestershire also ward council constituency selly oak home bournville centre visual art bournville known one desirable area live uk research joseph rowntree foundation found one nicest place live britain history originally area become bournville consisted scattered farmstead cottage linked winding country lane visual highlight bournbrook hall built georgian era bluebell glade stock wood said relic forest arden roman remains nearby selly manor minworth greave date back th century earlier moved bournville th century operated museum cadbury taken father john cadbury expanding business quaker george richard cadbury needed move cocoa chocolate factory bridge street central birmingham greenfield site allow expansion cadbury reliant canal milk delivery railway cocoa delivery port london southampton therefore needed site undeveloped easy access canal rail brother noticed proposed development birmingham west suburban railway would extend central birmingham south path worcester birmingham canal green field southern birmingham village northern worcestershire moved business bournbrook hall mile km south birmingham location chosen regarded cleaner healthier amenable longer term expansion plan rural also already serviced new stirchley street railway station located right next canal cadburys named area bournville local river named bourn confused bourn brook similarly named local river neighbourhood bournbrook named ville french town set apart local area cadburys began develop factory new suburb loyal hard working worker treated great respect relatively high wage good working condition cadbury also pioneered pension scheme joint work committee full staff medical service george cadbury bought acre km land close work planned expense model village would alleviate evil modern cramped living condition estate included cottage house set acre km land many similar property built year leading first world war smaller development taking place later th century almost art craft house traditional design large garden modern interior designed resident architect william alexander harvey design became blueprint many model village estate britain also noteworthy george cadbury temperance quaker public house ever built bournville however late licensed member bar rowheath pavilion cadburys particularly concerned health fitness british workforce incorporating park recreation area bournville village plan encouraging swimming walking indeed form outdoor sport early extensive open land purchased rowheath laid football hockey pitch together grassed running track rowheath pavilion designed built accordance instruction george cadbury opened july time served clubhouse changing room acre sport playing field several bowling green fishing lake outdoor swimming lido natural mineral spring forming source lido healthy water rowheath pavilion still exists used ball dinner whole area specifically benefit cadbury worker family charge use sporting facility cadbury employee family lido eventually closed complaint noise disturbance made resident newly built oak farm estate coupled new stringent health safety regulation relating outdoor public swimming facility cadbury also built bournville indoor swimming bath bournville lane separate building girl men valley pool boating lake picturesque cricket pitch adjacent factory site made famous picture box milk tray chocolate early bournville village trust set formally control development estate independently george cadbury cadbury company elizabeth cadbury succeeded husband chair bournville village trust trust focused providing school hospital museum public bath reading room bournville conservation area job bournville village trust accept reject plan building extension modification almost campus feel evolved triangular village green infant junior school school art day continuation school originally intended young cadbury employee host event fêtes maypole dance carillon quaker meeting house also beside village green trust continues exercise international influence housing town planning generally containing home acre km land acre km park open space bournville remains popular residential area birmingham cadbury still one birmingham main employer continues make chocolate product dark chocolate bournville plain manufactured france sold uk cadbury also named brand malted drink bournvita bournville cadbury world established,8,3,0,0.1147487631416203,0.9953
@iangordon5354,0,"There are several UK and European manufacturers (some large, some small) who do one or another peanut butter chocolate confectionery - Hotel Chocolat is one, and we currently have some peanut butter KitKats in the cupboard.",2023-09-16T12:44:59Z,2023-09-16T12:44:59Z,none,,71,36,several uk european manufacturer large small one peanut butter chocolate confectionery hotel chocolat one currently peanut butter kitkats cupboard,5,1,6,-0.007142857142857145,0.0
@liqiz1755,0,"Wow, Cadbury!",2023-09-08T18:12:17Z,2023-09-08T18:12:17Z,none,,72,2,wow cadbury,8,3,1,0.125,0.6239
@abhirupdeb3059,0,Cadbury is very famous in uk and India,2023-09-04T23:32:30Z,2023-09-04T23:32:30Z,none,,73,8,cadbury famous uk india,8,3,5,0.65,0.0
@samramzy544,2,"This video is crap as they compare two industrial chocolate. Europeans don't like American chocolate and are not found of Cadburys either because they have traditional handmade chocolate (especially in Belgium) where a minimum level of 35 percent pure cocoa is imposed and no chemicals. Google it, it's not just chocolate, it's art.",2023-09-01T19:44:43Z,2023-09-01T19:44:43Z,none,,74,53,video crap compare two industrial chocolate european american chocolate found cadburys traditional handmade chocolate especially belgium minimum level percent pure cocoa imposed chemical google chocolate art,0,2,0,-0.11714285714285715,-0.7359
@rolandcassar75,1,"The poor man's name is Michel-Eugène Chevreul, not Michel Chevrel. And no, Cadbury isn't chocolate. It's, well, it's...something that tastes sweet and strange. Real chocolate (I've just had a look at the chocolate I have in my cupboard) contains cocoa paste, cocoa butter, sugar and ... nothing else. Milk I guess if you like milk chocolate.",2023-08-28T17:18:08Z,2023-08-28T17:18:08Z,none,,75,56,poor man name michel eugène chevreul michel chevrel cadbury chocolate well something taste sweet strange real chocolate look chocolate cupboard contains cocoa paste cocoa butter sugar nothing else milk guess milk chocolate,7,4,6,0.02499999999999999,-0.343
@renefrijhoff2484,1,"If you say that liquid milk and evaporated milk taste about the same, then your taste buds are almost gone. Also, I tried once a Hersey's chocolate bar and it shouldn't be even allowed to be called chocolate. This is definitely a way to brainwash U.S.A. citizens into believing that Hersey's good and cheap chocolate. Cheap? Maybe, though the price is significant higher when sold here in Europe. Good? Absolutely definitely not. Real good chocolate main ingredients are cocoa and sugar and dark chocolate goes up to 70% - 80% cocoa (and some even higher). You also compared with a wrong brand. U.K. is not part of the E.U. anymore and the E.U. dictates that you may call something only milk chocolate with a cocoa percentage of at least 25% (otherwise it may not be called milk chocolate, exception is white chocolate with 0% cocao and at least 20% cocao butter) and pure chocolate must have at least 35%. Also, all factory made big brand chocolate have preservings, have quite mix of good and less good chocolate beans and have undergone too much conching . If you want to taste real chocolate, you should checkout the following brands: Argencove, Labooko, Friis Holm, Chocolate tree, Foundry and Ritual. There are likely more but it's a start.",2023-08-22T18:54:19Z,2023-08-22T18:54:19Z,none,,76,215,say liquid milk evaporated milk taste taste bud almost gone also tried hersey chocolate bar even allowed called chocolate definitely way brainwash u citizen believing hersey good cheap chocolate cheap maybe price significant higher sold europe good absolutely definitely real good chocolate main ingredient cocoa sugar dark chocolate go cocoa even higher also compared wrong brand u k part e u anymore e u dictate may call something milk chocolate cocoa percentage least otherwise may called milk chocolate exception white chocolate cocao least cocao butter pure chocolate must least also factory made big brand chocolate preservings quite mix good le good chocolate bean undergone much conching want taste real chocolate checkout following brand labooko friis holm chocolate tree foundry ritual likely start,7,0,6,0.1264030612244898,0.8523
@bananewane1402,0,"I was of the opinion that I loved chocolate so much, I would enjoy any chocolate I ate no matter how cheap and crappy. That was until my gf sent me a bar of Hershey’s from the US. I am not exaggerating when I say it was inedible. You know those chocolate advent calendars for kids that taste like ass? I would eat all the “chocolate” from five of those before I consumed a whole bar of US Hershey’s. I gave up after one square.",2023-08-22T01:12:05Z,2023-08-22T01:12:05Z,none,,77,85,opinion loved chocolate much would enjoy chocolate ate matter cheap crappy gf sent bar hershey u exaggerating say inedible know chocolate advent calendar kid taste as would eat chocolate five consumed whole bar u hershey gave one square,2,5,8,0.37999999999999995,0.2918
@jaredk300,1,American chicolate isnt that bad come on.  Silly europeans complaining agian....,2023-07-14T13:40:37Z,2023-07-14T13:40:37Z,none,,78,11,american chicolate isnt bad come silly european complaining agian,9,2,0,-0.3999999999999999,0.2846
@tomejkol1,0,It's just bad,2023-06-20T17:59:02Z,2023-06-20T17:59:02Z,none,,79,3,bad,9,6,4,-0.6999999999999998,-0.5423
@heidemariealbrecht6982,0,Lindt or Poulain are the best :-),2023-06-19T11:39:32Z,2023-06-19T11:39:32Z,none,,80,7,lindt poulain best,8,8,9,0.75,0.7579
@greenerz,0,"I’m from Birmingham in the uk 🇬🇧 
Original home of cadburys my Nan worked at the bournville factory years ago. There chocolate is the the best and so much better than us chocolate which just tastes like cheap advent Callander chocolate. However even cadburys bars don’t taste as amazing as they did back in the 80s and 90s imo it’s
Not quite as good although still beautiful
Lol ❤❤",2023-05-24T14:53:00Z,2023-05-24T14:53:00Z,none,,81,69,birmingham uk original home cadburys nan worked bournville factory year ago chocolate best much better u chocolate taste cheap advent callander chocolate however even cadburys bar taste amazing back imo quite good still beautiful lol,1,0,4,0.5805555555555555,0.9641
@drewlovelyhell4892,0,"I've tried Hersheys chocolate, but was it true to the American recipe, or just an export version sent to foreign contries?",2023-05-04T09:00:15Z,2023-05-04T09:00:15Z,none,,82,21,tried hershey chocolate true american recipe export version sent foreign contries,2,5,8,0.075,0.5719
@ts8160,0,"I mean we don’t think that it tastes bad it just tastes bad, btw In Europe I’ve never seen a Cadbury bar.",2023-05-03T00:07:12Z,2023-05-03T00:09:56Z,none,,83,22,mean think taste bad taste bad europe never seen cadbury bar,9,6,4,-0.5708333333333332,-0.7906
@ts8160,0,I mean we don’t think that it tastes bad it just tastes bad,2023-05-03T00:06:30Z,2023-05-03T00:06:30Z,none,,84,13,mean think taste bad taste bad,9,6,6,-0.5708333333333332,-0.7906
@apiestink,0,more like american vs uk chocolate. both are culinary barbarians so i don't expect much.,2023-04-27T22:14:09Z,2023-04-27T22:14:09Z,none,,85,15,american v uk chocolate culinary barbarian expect much,4,2,5,0.175,0.4201
